"Is.Non.Annual.","Days","Tuition","School.Type","Parent.Meeting.Flag","MDR.High.Grade","Income.Level","School.Sponsor","SPR.New.Existing","NumberOfMeetingswithParents","DifferenceTraveltoLastMeeting","SchoolGradeTypeHigh","FPP.to.School.enrollment","FPP.to.PAX","SchoolSizeIndicator","Retained.in.2012.","frp.active","cancellation","cancelled.PAX","fpp","trend"
0,2,598,"CHD",1,8,"P",1,"EXISTING",1,195,"Elementary",0.150176678,0.965909091,"S-M",1,0.4,0.235294117647059,0.129411764705882,"large","0"
0,3,1474,"CHD",1,12,"J",0,"NEW",1,219,"Middle",0.014184397,0.8,"S",0,1,0.5,0.75,"small","0"
1,3,1189,"Private non-Christian",1,8,"G",1,"EXISTING",1,239,"Middle",0.146853147,0.954545455,"S",0,0.761904761904762,0.125,0.0952380952380952,"safe","0"
0,5,1944,"Catholic",1,8,"Q",0,"EXISTING",1,195,"Middle",0.133333333,0.954545455,"S",0,0.523809523809524,0.136363636363636,0.0476190476190476,"large","0"
1,5,539,"CHD",1,8,"G",0,"NEW",1,239,"Elementary",0.205714286,0.923076923,"S",0,0.333333333333333,0,0,"large","0"
0,5,439,"PUBLIC",1,8,"L",1,"NEW",1,162,"Middle",0.164285714,0.932432432,"S-M",1,0.420289855072464,0.206896551724138,0.173913043478261,"large","0"
0,3,496,"PUBLIC",0,12,"D",0,"NEW",0,200,"Middle",0.047777778,0.934782609,"L",1,0.488372093023256,0.142857142857143,0.0930232558139535,"large","0"
0,4,635,"PUBLIC",1,12,"G",0,"NEW",1,139,"High",0.018112488,0.904761905,"L",0,0.5,0.105263157894737,0.131578947368421,"large","0"
0,6,2382,"PUBLIC",1,8,"J",0,"EXISTING",2,196,"Middle",0.034672971,0.897959184,"L",1,0,NA,0.0227272727272727,"large","0"
0,6,2154,"CHD",1,12,"K",1,"EXISTING",1,184,"High",0.006037736,0.888888889,"L",1,0.5,0.5,0.25,"small","0"
0,2,374,"Private non-Christian",0,8,"Q",1,"EXISTING",0,161,"Elementary",0.270967742,0.954545455,"S",1,0,NA,0,"large","0"
0,3,1232,"PUBLIC",1,8,"M",0,"EXISTING",1,199,"Middle",0.108695652,0.909090909,"S-M",1,0.42,0.19047619047619,0.12,"large","1"
0,3,699,"PUBLIC",1,8,"P",0,"EXISTING",1,203,"Middle",0.207142857,0.896907216,"S-M",1,0.701149425287356,0.0819672131147541,0.0229885057471264,"large","0"
1,4,1470,"PUBLIC",1,8,"D",0,"EXISTING",1,204,"Middle",0.029473684,0.823529412,"S-M",0,0.928571428571429,0.230769230769231,0.357142857142857,"critical","0"
0,4,1425,"PUBLIC",1,8,"O",0,"EXISTING",2,204,"Middle",0.117084827,0.924528302,"L",1,0.724489795918367,0.0845070422535211,0.0714285714285714,"large","1"
0,3,429,"PUBLIC",0,8,"J",0,"NEW",0,137,"Middle",0.123913043,0.919354839,"S-M",0,0.578947368421053,0,0,"large","0"
0,1,415,"Catholic",1,8,"K",0,"NEW",1,198,"Elementary",0.067073171,0.916666667,"S",0,0.454545454545455,0,0,"critical","0"
0,1,400,"PUBLIC",0,5,"Q",1,"EXISTING",0,137,"Elementary",0.159615385,0.965116279,"S-M",1,0.373493975903614,0.193548387096774,0.108433734939759,"large","0"
0,1,425,"PUBLIC",1,6,"N",1,"EXISTING",1,197,"Elementary",0.009446694,0.875,"M-L",1,0.428571428571429,1,0.428571428571429,"small","1"
0,1,429,"PUBLIC",0,6,"N",1,"EXISTING",0,154,"Elementary",0.054794521,0.952380952,"M-L",0,0.4,0.0625,0.025,"large","0"
0,5,1684,"CHD",1,8,"H",1,"EXISTING",1,189,"Middle",0.046116505,0.95,"S-M",1,0.578947368421053,0.181818181818182,0.105263157894737,"critical","0"
0,1,470,"Private non-Christian",1,8,"P",0,"NEW",1,192,"Elementary",0.114285714,0.923076923,"S",1,0.333333333333333,0,0,"critical","0"
0,2,607,"PUBLIC",0,5,"H",1,"EXISTING",0,259,"Elementary",0.053333333,0.923076923,"S-M",1,0.583333333333333,0.785714285714286,0.958333333333333,"safe","1"
1,3,1095,"PUBLIC",1,8,"I",0,"EXISTING",2,198,"Middle",0.256,0.927536232,"S",0,0.625,0.05,0.078125,"large","1"
0,3,516,"PUBLIC",1,8,"D",0,"NEW",1,157,"Middle",0.072261072,0.939393939,"S-M",0,0,NA,0.129032258064516,"safe","0"
0,5,843,"PUBLIC",1,5,"O",0,"EXISTING",2,220,"Elementary",0.040061633,0.928571429,"M-L",1,0.923076923076923,0.416666666666667,0.461538461538462,"safe","1"
0,5,695,"Catholic",1,8,"I",0,"EXISTING",1,333,"Middle",0.119402985,0.914285714,"S",1,0,NA,0.03125,"safe","0"
0,3,827,"PUBLIC",1,5,"K",0,"EXISTING",1,211,"Elementary",0.031042129,0.933333333,"L",1,0.714285714285714,0.2,0.142857142857143,"safe","0"
0,4,2130,"CHD",1,8,"P",0,"NEW",2,192,"Middle",0.040740741,0.916666667,"S",1,0.818181818181818,0.222222222222222,0.181818181818182,"critical","0"
0,5,715,"PUBLIC",1,5,"L",0,"EXISTING",2,211,"Elementary",0.077338129,0.87755102,"S-M",1,0.395348837209302,0,0,"large","1"
0,4,781,"PUBLIC",1,5,"O",0,"EXISTING",2,213,"Elementary",0.114209827,0.914893617,"M-L",1,0.418604651162791,0.194444444444444,0.127906976744186,"large","0"
0,4,1163,"CHD",1,12,"K",0,"EXISTING",1,196,"Middle",0.088,0.904109589,"M-L",1,0.696969696969697,0.0652173913043478,0.0454545454545455,"large","0"
0,5,2049,"PUBLIC",1,8,"N",0,"EXISTING",2,178,"Middle",0.044204322,0.9,"L",0,0.6,0.407407407407407,0.288888888888889,"large","1"
0,5,1994,"PUBLIC",1,8,"Q",0,"EXISTING",1,206,"Middle",0.028776978,0.923076923,"L",1,0.666666666666667,0.1875,0.0833333333333333,"safe","1"
0,7,2217,"CHD",1,12,"P",1,"EXISTING",1,219,"Middle",0.061176471,0.881355932,"L",1,0.865384615384615,0.244444444444444,0.211538461538462,"large","0"
0,8,2199,"PUBLIC",1,8,"O",0,"EXISTING",1,190,"Middle",0.030405405,0.9,"M-L",1,0.722222222222222,0.461538461538462,0.333333333333333,"critical","0"
0,8,2199,"PUBLIC",1,8,"O",0,"EXISTING",1,176,"Middle",0.103686636,0.9375,"L",1,0.533333333333333,0.0416666666666667,0.0555555555555556,"large","0"
1,1,409,"PUBLIC",0,5,"N",0,"EXISTING",0,269,"Elementary",0.02366127,0.95,"M-L",0,0.315789473684211,0,0.105263157894737,"critical","0"
1,1,408,"PUBLIC",1,5,"N",0,"NEW",2,193,"Elementary",0.039145907,0.956521739,"S-M",0,0.409090909090909,0.333333333333333,0.0909090909090909,"safe","0"
0,2,558,"PUBLIC",0,5,"Q",1,"EXISTING",0,202,"Elementary",0.104477612,0.945945946,"S",1,0.0857142857142857,0.333333333333333,0.142857142857143,"safe","0"
0,3,1054,"PUBLIC",1,8,"K",0,"EXISTING",2,207,"Middle",0.061118336,0.930693069,"L",1,0.617021276595745,0.224137931034483,0.159574468085106,"large","0"
0,4,1631,"PUBLIC",1,8,"D",0,"EXISTING",1,207,"Middle",0.025454545,0.875,"S",0,0.857142857142857,0.666666666666667,0.714285714285714,"small","0"
0,4,2025,"PUBLIC",1,12,"I",0,"NEW",1,91,"High",0.010649627,0.909090909,"L",1,0.9,0.444444444444444,0.3,"small","0"
0,5,1321,"PUBLIC",1,9,"G",0,"EXISTING",1,174,"High",0.07038835,0.935483871,"L",1,0.637931034482759,0.108108108108108,0.120689655172414,"large","0"
0,5,2078,"PUBLIC",1,8,"K",0,"EXISTING",2,205,"Middle",0.039408867,0.952380952,"L",1,0.475,0.368421052631579,0.2,"large","1"
0,4,1819,"CHD",1,8,"",0,"NEW",1,171,"Middle",0.010663507,0.888888889,"",0,0.75,0,0,"small","0"
0,5,2136,"PUBLIC",1,8,"Q",0,"EXISTING",1,193,"Middle",0.089,0.89,"L",1,0.752808988764045,0.149253731343284,0.123595505617978,"large","0"
0,5,2246,"PUBLIC",1,8,"Q",0,"EXISTING",1,193,"Middle",0.089719626,0.905660377,"S-M",1,0.645833333333333,0.32258064516129,0.229166666666667,"large","0"
0,5,1792,"PUBLIC",1,8,"Q",0,"EXISTING",2,185,"Middle",0.211428571,0.925,"S",1,0.405405405405405,0.0666666666666667,0.0540540540540541,"large","0"
0,5,1960,"PUBLIC",1,8,"Q",0,"EXISTING",1,220,"Middle",0.253731343,0.944444444,"S-M",1,0.554621848739496,0.0909090909090909,0.0336134453781513,"large","1"
1,5,2620,"PUBLIC",1,12,"O",0,"NEW",2,205,"High",0.013846154,0.9,"L",0,0.833333333333333,0.466666666666667,0.444444444444444,"critical","0"
0,5,1825,"CHD",1,8,"O",0,"EXISTING",2,208,"Middle",0.02,0.75,"S",1,1,0.333333333333333,0.333333333333333,"small","0"
0,6,2192,"PUBLIC",1,8,"P",0,"EXISTING",2,205,"Middle",0.077777778,0.913043478,"S-M",1,0.547619047619048,0.217391304347826,0.119047619047619,"large","0"
0,6,2210,"CHD",1,8,"A",1,"EXISTING",1,219,"Middle",0.061371841,0.894736842,"S",1,0.764705882352941,0,0,"critical","0"
1,3,808,"Private non-Christian",0,6,"O",1,"EXISTING",0,243,"Elementary",0.195652174,0.97826087,"S",0,0,NA,0.0222222222222222,"large","0"
0,6,1945,"CHD",1,8,"Q",0,"EXISTING",2,234,"Middle",0.070422535,0.857142857,"S-M",1,0.733333333333333,0.0454545454545455,0.0333333333333333,"safe","0"
0,6,2549,"CHD",1,8,"O",0,"EXISTING",1,193,"Middle",0.026515152,0.894736842,"",1,0.588235294117647,0.1,0.117647058823529,"critical","0"
1,6,2075,"CHD",1,12,"K",1,"EXISTING",1,226,"Middle",0.077142857,0.9,"S-M",1,0.62962962962963,0.176470588235294,0.185185185185185,"safe","0"
0,6,1400,"CHD",1,10,"Q",0,"NEW",1,143,"Undefined",0.071,0.8875,"L",1,0.394366197183099,0.214285714285714,0.0845070422535211,"large","0"
0,6,2129,"Private non-Christian",0,12,"Q",0,"EXISTING",0,272,"Middle",0.144927536,0.923076923,"S-M",0,0.683333333333333,0,0,"large","0"
0,6,2399,"Private non-Christian",1,8,"Q",0,"EXISTING",1,200,"Middle",0.1075,0.895833333,"S-M",1,0.720930232558139,0.032258064516129,0.0232558139534884,"large","0"
0,7,2108,"PUBLIC",1,8,"O",0,"NEW",1,192,"Undefined",0.025,0.928571429,"S-M",0,0.461538461538462,0.5,0.230769230769231,"critical","0"
0,7,2108,"PUBLIC",1,8,"O",0,"EXISTING",1,207,"Middle",0.036053131,0.95,"L",1,0.447368421052632,0.117647058823529,0.0789473684210526,"large","0"
0,7,2490,"PUBLIC",1,8,"Q",0,"EXISTING",1,215,"Middle",0.025641026,0.939393939,"L",1,0.645161290322581,0.05,0.129032258064516,"safe","0"
0,7,2326,"Private non-Christian",1,8,"O",0,"EXISTING",1,233,"Middle",0.085308057,0.9,"S",1,0.777777777777778,0.142857142857143,0.111111111111111,"critical","0"
0,3,1460,"Private non-Christian",1,12,"Z",0,"EXISTING",1,163,"Middle",0.064516129,0.942857143,"L",1,0.575757575757576,0.0263157894736842,0.0303030303030303,"large","0"
0,8,2359,"Private non-Christian",0,8,"Q",1,"EXISTING",0,264,"Middle",0.08994709,0.894736842,"S-M",1,0.411764705882353,0.0714285714285714,0.0294117647058824,"safe","1"
0,9,1569,"PUBLIC",1,8,"P",0,"EXISTING",1,214,"Middle",0.058441558,0.9375,"M-L",1,0.622222222222222,0.178571428571429,0.133333333333333,"large","0"
0,4,2641,"PUBLIC",1,8,"Q",0,"EXISTING",2,208,"Middle",0.006666667,0.875,"L",1,0.428571428571429,1.33333333333333,0.571428571428571,"small","0"
0,5,872,"PUBLIC",1,12,"C",0,"EXISTING",1,201,"Middle",0.147058824,0.925925926,"M-L",1,0.07,0.285714285714286,0.04,"large","0"
0,5,1966,"PUBLIC",1,8,"M",0,"NEW",2,207,"High",0.01305483,0.9375,"L",1,0.6,0.444444444444444,0.266666666666667,"critical","0"
0,5,1593,"PUBLIC",1,8,"P",0,"EXISTING",1,220,"Middle",0.078492936,0.892857143,"M-L",1,0.8,0.1,0.08,"large","1"
0,6,2048,"CHD",1,12,"F",1,"EXISTING",1,200,"Middle",0.04,0.933333333,"S-M",1,0.857142857142857,0.0833333333333333,0.0714285714285714,"critical","1"
0,6,2216,"PUBLIC",1,8,"Z",0,"EXISTING",1,328,"Elementary",0.069444444,0.925925926,"S-M",1,0.68,0,0,"safe","0"
0,6,2129,"PUBLIC",1,8,"O",0,"EXISTING",1,192,"Middle",0.028421053,0.9,"L",1,0.481481481481481,0.153846153846154,0.148148148148148,"safe","0"
1,5,1829,"Catholic",1,8,"J",0,"EXISTING",1,221,"Middle",0.147058824,0.961538462,"S",0,0.52,0.153846153846154,0.08,"safe","0"
0,4,1589,"PUBLIC",1,12,"G",0,"NEW",1,147,"High",0.007109005,0.923076923,"L",0,0.166666666666667,1.5,0.333333333333333,"critical","0"
1,6,1999,"CHD",1,12,"O",1,"EXISTING",1,212,"Middle",0.107142857,0.909090909,"S",0,0.7,0.238095238095238,0.166666666666667,"safe","0"
0,6,2144,"CHD",1,6,"L",1,"EXISTING",1,223,"Middle",0.048484848,0.888888889,"S",0,0.5,0.25,0.125,"small","1"
0,6,1899,"CHD",1,8,"J",1,"EXISTING",1,208,"Middle",0.2,0.90625,"S",1,0.413793103448276,0.333333333333333,0.206896551724138,"safe","0"
0,6,2218,"Catholic",1,12,"M",0,"EXISTING",1,389,"Middle",0.074336283,0.913043478,"S-M",1,0.619047619047619,0,0,"large","0"
0,6,2567,"Catholic",0,8,"O",0,"EXISTING",0,204,"Middle",0.098765432,0.888888889,"S",1,0.3125,0.2,0.0625,"critical","1"
0,5,1999,"Catholic",1,8,"G",0,"NEW",1,208,"Middle",0.035714286,0.909090909,"S",1,0.6,0.333333333333333,0.4,"small","0"
1,7,2248,"CHD",1,8,"G",1,"EXISTING",1,206,"Middle",0.140909091,0.939393939,"S",0,0.903225806451613,0.0714285714285714,0.0967741935483871,"safe","0"
0,6,2299,"CHD",1,12,"O",0,"EXISTING",2,208,"Middle",0.126829268,0.962962963,"S",1,0.346153846153846,0.111111111111111,0.0769230769230769,"safe","0"
0,6,962,"CHD",1,12,"K",0,"EXISTING",2,222,"Middle",0.09202454,0.952380952,"M-L",1,0.633333333333333,0.0526315789473684,0.0333333333333333,"large","0"
0,1,406,"CHD",0,6,"P",1,"EXISTING",0,260,"Elementary",0.080267559,0.96,"S",1,0.625,0.266666666666667,0.166666666666667,"safe","1"
1,4,1477,"Catholic",1,8,"N",0,"EXISTING",1,392,"Middle",0.105,0.954545455,"S",0,0.571428571428571,0.0833333333333333,0.0952380952380952,"safe","0"
0,2,598,"PUBLIC",1,6,"Q",0,"NEW",1,342,"Elementary",0.043010753,0.952380952,"S-M",0,0.55,0.454545454545455,0.35,"critical","0"
0,2,595,"PUBLIC",1,6,"O",0,"NEW",1,384,"Middle",0.035369775,0.956521739,"M-L",0,0.545454545454545,1,0.636363636363636,"safe","0"
0,2,598,"PUBLIC",1,6,"O",0,"NEW",1,354,"Middle",0.029484029,0.923076923,"S-M",0,0.583333333333333,0.714285714285714,0.666666666666667,"critical","0"
0,4,879,"PUBLIC",1,8,"Q",0,"EXISTING",1,179,"Middle",0.318318318,0.87966805,"M-L",1,0.273584905660377,0.0862068965517241,0.0141509433962264,"large","0"
1,3,2211,"PUBLIC",0,8,"L",0,"EXISTING",0,173,"Middle",0.00877193,0.833333333,"S-M",0,0.2,4,1.2,"small","0"
0,5,1980,"PUBLIC",1,12,"O",0,"EXISTING",1,215,"Middle",0.011830635,0.904761905,"L",0,0.578947368421053,0.272727272727273,0.315789473684211,"critical","0"
0,5,1875,"CHD",1,12,"M",0,"EXISTING",1,223,"Middle",0.104477612,0.921052632,"S",1,0.6,0.0952380952380952,0.0571428571428571,"safe","0"
0,5,1910,"PUBLIC",1,8,"J",1,"EXISTING",1,207,"Middle",0.012941176,0.916666667,"L",0,0.727272727272727,0.125,0.181818181818182,"critical","0"
0,5,1849,"Catholic",1,12,"Q",1,"EXISTING",1,227,"Middle",0.064465409,0.911111111,"M-L",1,0,NA,0.0487804878048781,"large","1"
1,5,824,"CHD",1,8,"P",1,"EXISTING",1,202,"Middle",0.480769231,0.925925926,"S",0,0.48,0.166666666666667,0.06,"large","0"
0,3,851,"Private non-Christian",1,12,"Z",0,"EXISTING",1,181,"Middle",0.043086817,0.943661972,"L",1,0.746268656716418,0.02,0.0149253731343284,"large","1"
0,5,2100,"PUBLIC",1,8,"E",0,"EXISTING",1,214,"Middle",0.022249691,0.857142857,"M-L",1,0.166666666666667,1,0.333333333333333,"critical","0"
0,5,1999,"Catholic",1,8,"J",0,"NEW",2,221,"Middle",0.125925926,0.944444444,"S",0,0.647058823529412,0.545454545454545,0.411764705882353,"critical","0"
0,5,1749,"Catholic",1,12,"Z",0,"EXISTING",1,206,"Middle",0.049535604,0.888888889,"S",1,0.625,0.1,0.125,"critical","0"
0,5,619,"Catholic",0,8,"H",1,"EXISTING",0,215,"Middle",0.104986877,0.909090909,"S-M",1,0,NA,0,"large","1"
0,5,1992,"Catholic",1,8,"Q",0,"EXISTING",2,221,"Middle",0.116071429,0.915492958,"S-M",1,0.692307692307692,0.0222222222222222,0.0153846153846154,"large","0"
0,5,942,"CHD",0,9,"O",0,"EXISTING",0,185,"Middle",0.098666667,0.902439024,"S-M",1,0,NA,0.027027027027027,"large","0"
0,5,1891,"PUBLIC",1,8,"O",0,"NEW",2,223,"Middle",0.034172662,0.904761905,"S-M",1,0.789473684210526,0.266666666666667,0.263157894736842,"critical","0"
0,5,2160,"PUBLIC",1,8,"P",0,"EXISTING",1,214,"Middle",0.03559322,0.913043478,"M-L",0,0.380952380952381,0.375,0.285714285714286,"safe","1"
0,5,1891,"PUBLIC",1,8,"O",0,"NEW",1,160,"Middle",0.016,0.923076923,"M-L",1,0.416666666666667,0,0.25,"critical","0"
0,5,1259,"CHD",1,8,"M",1,"EXISTING",1,167,"Middle",0.066869301,0.846153846,"S",1,0,NA,0.227272727272727,"safe","1"
1,5,1813,"PUBLIC",1,5,"C",0,"EXISTING",2,121,"Middle",0.125,0.943396226,"S-M",0,0.72,0.222222222222222,0.16,"large","0"
0,6,2029,"CHD",1,12,"",0,"NEW",1,222,"Undefined",0.103448276,0.835616438,"",1,0.672131147540984,0.317073170731707,0.163934426229508,"large","0"
0,7,2329,"PUBLIC",1,8,"M",0,"EXISTING",1,209,"Middle",0.017948718,0.933333333,"M-L",1,0.285714285714286,0.25,0.142857142857143,"critical","1"
0,7,2459,"PUBLIC",1,8,"Q",0,"NEW",1,195,"Middle",0.005464481,0.875,"L",0,1,0.142857142857143,0.142857142857143,"small","0"
0,3,1878,"PUBLIC",1,8,"Q",0,"NEW",2,173,"Middle",0.003401361,0.833333333,"L",0,0.4,0.5,0.2,"small","0"
0,3,1229,"CHD",1,12,"H",0,"NEW",1,168,"Middle",0.024390244,0.875,"S",0,0.285714285714286,3,1.14285714285714,"small","0"
0,4,1404,"Catholic",1,8,"N",0,"EXISTING",1,132,"Middle",0.111428571,0.951219512,"S-M",1,0.435897435897436,0,0,"large","0"
0,4,1334,"CHD",1,8,"I",1,"EXISTING",1,224,"Middle",0.124324324,0.92,"S",1,0.782608695652174,0.0555555555555556,0.0434782608695652,"safe","0"
1,4,678,"PUBLIC",1,7,"C",0,"EXISTING",1,232,"Middle",0.061099796,0.882352941,"S-M",0,0.366666666666667,0.454545454545455,0.233333333333333,"safe","0"
0,4,689,"Private non-Christian",0,12,"Q",0,"EXISTING",0,228,"Middle",0.086746988,0.9,"L",1,0,NA,0.0555555555555556,"large","0"
1,4,1407,"Catholic",1,8,"N",0,"EXISTING",1,208,"Middle",0.10212766,0.923076923,"S",1,0.5,0,0.0416666666666667,"safe","1"
0,1,149,"Private non-Christian",0,6,"Q",1,"EXISTING",0,262,"Elementary",0.089285714,0.961538462,"S",1,0,NA,0.04,"safe","1"
0,4,730,"PUBLIC",1,12,"O",0,"EXISTING",2,168,"High",0.035964036,0.9,"L",0,0.0277777777777778,0,0.166666666666667,"large","0"
1,4,1643,"CHD",1,8,"C",0,"EXISTING",1,231,"Middle",0.128571429,0.775862069,"S-M",0,0,NA,0.0444444444444444,"large","0"
0,5,1619,"Catholic",1,8,"O",0,"EXISTING",2,209,"Middle",0.085,0.918918919,"S-M",1,0.558823529411765,0,0,"safe","0"
0,5,1849,"PUBLIC",1,8,"L",0,"EXISTING",2,224,"Middle",0.027932961,0.918367347,"L",1,0.777777777777778,0.285714285714286,0.311111111111111,"large","0"
0,5,790,"PUBLIC",0,8,"L",0,"NEW",0,139,"Undefined",0.096969697,0.930232558,"L",1,0.5625,0.0888888888888889,0.075,"large","0"
1,5,2249,"CHD",1,8,"I",1,"EXISTING",2,204,"Middle",0.072941176,0.925373134,"L",1,0.516129032258065,0.3125,0.17741935483871,"large","0"
0,6,2099,"PUBLIC",1,7,"K",0,"NEW",1,216,"Middle",0.047761194,0.914285714,"M-L",1,0.25,0.375,0.15625,"safe","0"
0,2,559,"CHD",0,8,"L",1,"EXISTING",0,251,"Undefined",0.042990654,0.958333333,"S-M",1,0.217391304347826,0,0,"safe","0"
0,2,559,"CHD",0,8,"L",1,"EXISTING",0,143,"Elementary",0.071028037,0.974358974,"S-M",1,0,NA,0.0263157894736842,"large","0"
0,3,552,"PUBLIC",1,12,"G",0,"EXISTING",1,189,"High",0.190348525,0.898734177,"S-M",1,0,NA,0.0704225352112676,"large","0"
0,3,987,"PUBLIC",1,8,"O",0,"EXISTING",1,32,"Middle",0.111201299,0.913333333,"L",1,0.686131386861314,0.106382978723404,0.072992700729927,"large","1"
0,3,691,"PUBLIC",0,8,"M",0,"EXISTING",0,236,"Middle",0.055555556,0.914285714,"L",1,0.453125,0.103448275862069,0.0625,"large","0"
0,3,640,"Catholic",1,8,"I",0,"EXISTING",1,233,"Middle",0.128,0.941176471,"S",1,0.59375,0.0526315789473684,0.03125,"safe","0"
0,5,1846,"PUBLIC",1,8,"E",0,"EXISTING",1,225,"Middle",0.015189873,0.923076923,"M-L",0,0.583333333333333,0.142857142857143,0.25,"critical","0"
0,5,753,"PUBLIC",1,8,"O",0,"EXISTING",1,211,"Middle",0.262362637,0.90952381,"M-L",1,0.460732984293194,0.113636363636364,0.0837696335078534,"large","1"
1,5,1800,"PUBLIC",1,12,"K",0,"NEW",2,184,"High",0.028117359,0.92,"L",0,0.565217391304348,0.0769230769230769,0.391304347826087,"safe","0"
1,5,1697,"PUBLIC",0,8,"O",0,"EXISTING",0,273,"Middle",0.008365508,0.928571429,"L",1,0,NA,0,"critical","0"
0,5,2322,"PUBLIC",1,8,"Q",0,"NEW",1,146,"Middle",0.008421053,0.888888889,"L",0,0.5,0,0,"small","1"
0,6,2149,"PUBLIC",1,8,"K",0,"EXISTING",1,217,"Middle",0.035,0.897435897,"L",1,0.142857142857143,0,0.0857142857142857,"safe","1"
0,2,596,"Private non-Christian",0,6,"Q",1,"EXISTING",0,242,"Elementary",0.235714286,0.970588235,"S",1,0,NA,0.0303030303030303,"large","1"
0,2,618,"CHD",1,8,"O",1,"EXISTING",1,200,"Elementary",0.077894737,0.973684211,"S-M",0,0.432432432432432,0.125,0.0810810810810811,"large","0"
0,3,1040,"PUBLIC",1,8,"L",0,"EXISTING",1,162,"Middle",0.192468619,0.901960784,"S-M",1,0.706521739130435,0.0923076923076923,0.0543478260869565,"large","1"
0,2,616,"Private non-Christian",1,8,"Q",1,"EXISTING",1,164,"Elementary",0.14,0.909090909,"S-M",1,0.0285714285714286,0.5,0.0142857142857143,"large","0"
0,2,424,"Catholic",0,8,"O",1,"EXISTING",0,209,"Elementary",0.185185185,0.967741935,"S",1,0.6,0.0555555555555556,0.0333333333333333,"safe","1"
0,4,1405,"PUBLIC",1,8,"P",0,"EXISTING",1,198,"Middle",0.112903226,0.919191919,"M-L",1,0.593406593406593,0.0555555555555556,0.021978021978022,"large","1"
0,3,1390,"PUBLIC",1,5,"I",0,"EXISTING",1,211,"Middle",0.087523277,0.921568627,"S-M",1,0.319148936170213,0.133333333333333,0.0425531914893617,"large","0"
0,4,1389,"PUBLIC",1,12,"L",0,"EXISTING",1,203,"High",0.029655991,0.892857143,"L",1,0.4,0.5,0.44,"safe","0"
1,4,1640,"CHD",1,8,"Z",0,"NEW",1,191,"Middle",0.068027211,0.909090909,"S",0,0.9,0.444444444444444,0.3,"small","0"
0,5,2018,"PUBLIC",1,8,"M",0,"EXISTING",1,211,"Middle",0.032,0.888888889,"S-M",1,0.5,0,0,"critical","0"
0,5,780,"PUBLIC",1,8,"K",0,"EXISTING",2,210,"Middle",0.218823529,0.93,"S-M",1,0.559139784946237,0.173076923076923,0.0967741935483871,"large","0"
0,5,780,"PUBLIC",1,8,"K",0,"EXISTING",2,197,"Undefined",0.236842105,0.911392405,"S",1,0.583333333333333,0.166666666666667,0.0833333333333333,"large","0"
0,6,2201,"PUBLIC",1,8,"P",0,"EXISTING",1,204,"Middle",0.091563786,0.927083333,"L",1,0.49438202247191,0.272727272727273,0.168539325842697,"large","0"
1,6,1977,"Catholic",1,12,"G",0,"EXISTING",1,63,"High",0.111111111,0.925925926,"S",0,0.64,0.25,0.2,"safe","0"
0,5,899,"PUBLIC",1,8,"E",0,"EXISTING",2,178,"Middle",0.07922272,0.929824561,"M-L",1,0.641509433962264,0.147058823529412,0.150943396226415,"large","0"
0,6,2130,"PUBLIC",1,8,"K",0,"EXISTING",1,212,"Middle",0.063043478,0.935483871,"S-M",1,0.620689655172414,0.111111111111111,0.103448275862069,"safe","0"
0,1,243,"PUBLIC",0,8,"O",0,"EXISTING",0,214,"Middle",0.094444444,0.885416667,"L",0,0.588235294117647,0.1,0.0941176470588235,"large","0"
0,1,390,"CHD",1,8,"P",1,"EXISTING",1,176,"Elementary",0.062937063,0.947368421,"S",1,0.444444444444444,0.375,0.166666666666667,"critical","0"
0,2,574,"Catholic",1,8,"J",0,"NEW",2,204,"Elementary",0.086666667,0.962962963,"S",0,0.615384615384615,0.0625,0.0769230769230769,"safe","0"
0,3,1202,"PUBLIC",1,8,"K",0,"EXISTING",2,220,"Middle",0.019607843,0.875,"S-M",1,0.714285714285714,0,0.142857142857143,"small","0"
1,3,1294,"PUBLIC",1,8,"K",0,"NEW",2,219,"Middle",0.034666667,0.866666667,"S-M",0,0.923076923076923,0.25,0.230769230769231,"critical","0"
1,3,1117,"PUBLIC",1,8,"G",0,"EXISTING",1,218,"Middle",0.252336449,0.947368421,"S",0,0.814814814814815,0.0909090909090909,0.12962962962963,"large","0"
1,4,1265,"PUBLIC",1,12,"J",1,"EXISTING",1,219,"Middle",0.458333333,0.93220339,"S",0,0.581818181818182,0.03125,0.0727272727272727,"large","1"
0,4,1945,"PUBLIC",1,8,"O",0,"EXISTING",1,198,"Middle",0.035053554,0.9,"L",1,0.666666666666667,0.625,0.194444444444444,"large","0"
0,5,2199,"PUBLIC",1,8,"P",0,"EXISTING",1,213,"Middle",0.0304,0.904761905,"M-L",1,0.368421052631579,1,0.368421052631579,"critical","0"
0,8,2048,"PUBLIC",1,8,"J",0,"EXISTING",1,166,"Middle",0.131313131,0.890410959,"S-M",1,0.246153846153846,0.375,0.107692307692308,"large","0"
